ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
sp|Q9NWM8|Positive_83	Endoplasmic_reticulum	0.1079	0.0008	0.0024	0.0716	0.0062	0.0006	0.8398	0.0006	0.0082	0.0696	0.0001
sp|Q7ZV14|Positive_86	Endoplasmic_reticulum	0.9829	0.0007	0.0041	0.001	0.2076	0.0062	0.4893	0.0758	0.203	0.002	0.0103
sp|Q6IRC8|Positive_86	Endoplasmic_reticulum	0.8555	0.0018	0.0053	0.0517	0.0383	0.0672	0.4394	0.0115	0.3268	0.0529	0.0051
sp|Q4WP12|Positive_81	Endoplasmic_reticulum	0.0152	0.0001	0.0074	0.3833	0.0029	0.0004	0.4676	0.0007	0.0001	0.1375	0.0001
sp|A1L243|Positive_80	Endoplasmic_reticulum	0.0977	0.0046	0.0007	0.2169	0.0024	0.0239	0.633	0.0045	0.0115	0.1023	0.0002
sp|P33488|Positive_87	Extracellular	0.053	0.0071	0.011	0.3595	0.0718	0.0056	0.2428	0.0021	0.0345	0.2645	0.0011
sp|P13689|Positive_87	Endoplasmic_reticulum	0.1783	0.0108	0.0618	0.1214	0.0182	0.0049	0.534	0.0183	0.0088	0.2167	0.0051
sp|P33487|Positive_87	Endoplasmic_reticulum	0.1854	0.0031	0.0113	0.1465	0.0101	0.0049	0.5124	0.0091	0.0252	0.2757	0.0017
sp|Q99P27|Positive_88	Extracellular	0.0	0.0	0.0001	0.9992	0.0	0.0	0.0004	0.0	0.0	0.0004	0.0
sp|Q9BX93|Positive_88	Extracellular	0.0	0.0	0.0003	0.9957	0.0001	0.0	0.0007	0.0	0.0	0.0032	0.0
sp|Q4IN00|Positive_85	Cytoplasm	0.0034	0.0004	0.4489	0.2292	0.0749	0.0039	0.025	0.1125	0.0004	0.0886	0.0163
sp|P30236|Positive_89	Extracellular	0.0069	0.0013	0.0055	0.4896	0.0085	0.001	0.4268	0.0001	0.0195	0.0476	0.0
sp|Q2UGK2|Positive_81	Cytoplasm	0.0084	0.0234	0.8663	0.0027	0.0082	0.0014	0.0037	0.0114	0.0004	0.0313	0.0512
sp|Q8WU39|Positive_90	Extracellular	0.0007	0.0	0.0026	0.7486	0.0014	0.0008	0.1886	0.0001	0.002	0.0559	0.0
sp|Q7JXF7|Positive_91	Endoplasmic_reticulum	0.0028	0.0007	0.0042	0.385	0.0011	0.0001	0.4755	0.0006	0.0001	0.1328	0.0
sp|Q59NY7|Positive_92	Endoplasmic_reticulum	0.6611	0.0192	0.0091	0.222	0.0761	0.0407	0.4396	0.0207	0.1272	0.0446	0.0007
sp|A5PJ93|Positive_90	Extracellular	0.001	0.0001	0.0055	0.7709	0.0028	0.0003	0.1514	0.0004	0.0	0.0686	0.0
sp|Q9D8I1|Positive_90	Extracellular	0.0073	0.0002	0.0048	0.6867	0.0113	0.0056	0.2139	0.0005	0.0115	0.0655	0.0001
sp|Q561R0|Positive_90	Extracellular	0.0111	0.0003	0.0038	0.6442	0.0094	0.0058	0.237	0.0001	0.0097	0.0897	0.0
sp|P33491|Positive_87	Extracellular	0.0126	0.0004	0.0034	0.7004	0.0016	0.0004	0.1946	0.0005	0.0003	0.0982	0.0001
sp|Q2L6L1|Positive_93	Endoplasmic_reticulum	0.0644	0.002	0.0043	0.1721	0.002	0.0025	0.6851	0.0002	0.0027	0.129	0.0
sp|P33490|Positive_87	Extracellular	0.0025	0.0002	0.0022	0.7169	0.0004	0.0005	0.1379	0.0001	0.0002	0.1417	0.0
sp|Q86ZF2|Positive_85	Extracellular	0.0009	0.0002	0.0875	0.7045	0.0083	0.0001	0.0956	0.0263	0.0	0.0773	0.0002
sp|Q9Y2B0|Positive_93	Extracellular	0.0211	0.0002	0.0017	0.4785	0.0025	0.0005	0.4638	0.0001	0.0005	0.0522	0.0
sp|Q9QXT0|Positive_93	Extracellular	0.0268	0.0001	0.0007	0.5098	0.002	0.0009	0.444	0.0	0.0003	0.0422	0.0
sp|Q5M7D4|Positive_93	Endoplasmic_reticulum	0.0209	0.0216	0.0821	0.1841	0.0181	0.0011	0.4418	0.0198	0.003	0.2283	0.0001
sp|Q8T9B6|Positive_80	Endoplasmic_reticulum	0.11	0.0011	0.0031	0.2002	0.0021	0.0022	0.7586	0.0004	0.0017	0.0306	0.0
sp|Q9CQU0|Positive_94	Endoplasmic_reticulum	0.064	0.0009	0.0017	0.081	0.0007	0.0007	0.8469	0.0005	0.0039	0.0638	0.0
sp|Q498E0|Positive_94	Endoplasmic_reticulum	0.0564	0.0011	0.0022	0.0959	0.0009	0.0008	0.8154	0.0006	0.0054	0.0776	0.0
sp|Q03683|Positive_12	Cytoplasm	0.0245	0.1501	0.7645	0.0009	0.0045	0.005	0.0029	0.003	0.0237	0.0452	0.0002
sp|Q38935|Positive_85	Extracellular	0.0673	0.0004	0.0081	0.5376	0.0138	0.0127	0.2252	0.0095	0.0019	0.1907	0.0001
sp|Q6CGG3|Positive_85	Extracellular	0.0597	0.0046	0.0633	0.4103	0.0257	0.0115	0.1238	0.0715	0.0038	0.279	0.0064
sp|Q75LS8|Positive_22	Cytoplasm	0.0183	0.0199	0.8227	0.0006	0.0097	0.0015	0.0019	0.0685	0.0008	0.0711	0.0034
sp|Q6BP84|Positive_85	Extracellular	0.0007	0.0003	0.0104	0.8144	0.0077	0.0002	0.0991	0.0018	0.0001	0.066	0.0
sp|Q5ATN7|Positive_85	Extracellular	0.0002	0.0002	0.0249	0.8702	0.0137	0.0001	0.034	0.0019	0.0001	0.0549	0.0
sp|Q2UPT7|Positive_85	Extracellular	0.0003	0.0005	0.0591	0.781	0.0172	0.0001	0.054	0.0044	0.0	0.0837	0.0
sp|P0C9H8|Positive_95	Extracellular	0.0	0.0	0.0	0.9999	0.0001	0.0	0.0	0.0	0.0	0.0	0.0
sp|P68744|Positive_95	Extracellular	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0	0.0	0.0	0.0	0.0
sp|P0C9H9|Positive_95	Extracellular	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0	0.0	0.0	0.0	0.0
sp|P0C9I0|Positive_95	Extracellular	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0	0.0	0.0	0.0	0.0
sp|P0C9H7|Positive_95	Extracellular	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0	0.0	0.0	0.0	0.0
sp|O89085|Positive_96	Mitochondrion	0.3008	0.0621	0.1111	0.1006	0.5367	0.0582	0.0113	0.0092	0.0768	0.0265	0.0074
