ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
sp|Q99MS4|Negative_679	Extracellular	0.0026	0.0	0.0005	0.9305	0.0004	0.0012	0.0384	0.0	0.0001	0.0289	0.0
sp|Q3HS83|Negative_681	Extracellular	0.0054	0.0008	0.003	0.9627	0.0213	0.0033	0.0041	0.0004	0.0001	0.0042	0.0001
sp|P97361|Negative_680	Extracellular	0.0231	0.0007	0.0058	0.8775	0.0068	0.001	0.0866	0.0015	0.0002	0.0198	0.0001
sp|Q8WX77|Negative_645	Extracellular	0.0	0.0	0.0001	0.9904	0.0	0.0	0.0038	0.0	0.0	0.0056	0.0
sp|P35036|Negative_683	Extracellular	0.0006	0.0	0.0422	0.7138	0.0007	0.0004	0.0333	0.0009	0.0	0.2084	0.0002
sp|Q9Y6Z7|Negative_682	Extracellular	0.0032	0.0001	0.0004	0.7383	0.0005	0.0013	0.141	0.0	0.0181	0.1004	0.0
sp|Q2TJ95|Negative_684	Extracellular	0.0	0.0014	0.0012	0.9968	0.0007	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q80WM7|Negative_124	Extracellular	0.0001	0.0	0.0004	0.9774	0.0002	0.004	0.0033	0.0	0.0007	0.0139	0.0
sp|Q5A5U6|Negative_685	Cell_membrane	0.5585	0.0	0.0001	0.3818	0.0004	0.4827	0.0564	0.0	0.0018	0.0767	0.0
sp|Q9LK72|Negative_686	Extracellular	0.0115	0.0001	0.0016	0.6756	0.0006	0.0015	0.1754	0.0001	0.0008	0.1441	0.0
sp|C5P3X6|Negative_687	Extracellular	0.0	0.0	0.0001	0.9958	0.0	0.0	0.0001	0.0	0.0	0.004	0.0
sp|P0DPK3|Negative_690	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q9QXT5|Negative_689	Extracellular	0.0	0.0	0.0	0.9994	0.0	0.0	0.0001	0.0	0.0	0.0004	0.0
sp|P35038|Negative_683	Extracellular	0.0004	0.0001	0.0449	0.6728	0.0015	0.0003	0.0295	0.001	0.0	0.2497	0.0002
sp|P35037|Negative_683	Extracellular	0.0113	0.0002	0.0204	0.6435	0.0085	0.0048	0.0583	0.0057	0.0003	0.2573	0.001
sp|Q9VP95|Negative_688	Extracellular	0.012	0.0001	0.0035	0.749	0.0042	0.0019	0.1023	0.0001	0.0003	0.1381	0.0006
sp|P35035|Negative_683	Extracellular	0.0001	0.0	0.0284	0.915	0.0008	0.0001	0.006	0.0004	0.0	0.049	0.0002
sp|Q84UV8|Negative_692	Extracellular	0.0132	0.0005	0.002	0.6095	0.002	0.0015	0.2868	0.0001	0.0025	0.095	0.0001
sp|Q9LZF5|Negative_686	Extracellular	0.0007	0.0	0.0008	0.926	0.0005	0.0004	0.0385	0.0	0.0002	0.0334	0.0
sp|Q4TTV7|Negative_691	Extracellular	0.0004	0.0001	0.0347	0.7226	0.0005	0.0002	0.0368	0.0002	0.0	0.2047	0.0002
sp|P35039|Negative_683	Extracellular	0.0036	0.0001	0.008	0.7441	0.0052	0.0013	0.0744	0.0015	0.0001	0.1651	0.0001
sp|Q8MUG0|Negative_691	Extracellular	0.0003	0.0001	0.0256	0.7524	0.0005	0.0002	0.0347	0.0002	0.0	0.1862	0.0001
sp|Q9UHF1|Negative_689	Extracellular	0.0001	0.0	0.0002	0.9973	0.0001	0.0001	0.0015	0.0	0.0	0.0008	0.0
sp|Q9D6Y1|Negative_693	Extracellular	0.0045	0.0001	0.0004	0.8159	0.0004	0.0005	0.1647	0.0	0.0	0.0179	0.0
sp|Q8TG42|Negative_672	Extracellular	0.5725	0.0	0.0002	0.4998	0.0334	0.3014	0.0725	0.0004	0.0017	0.0904	0.0001
sp|P35040|Negative_683	Extracellular	0.0019	0.0001	0.0385	0.6573	0.0027	0.0006	0.0305	0.0029	0.0001	0.2667	0.0007
sp|Q9Z0V5|Negative_694	Endoplasmic_reticulum	0.0757	0.0011	0.0056	0.0254	0.0056	0.0072	0.5008	0.0005	0.0081	0.4451	0.0006
sp|O55233|Negative_695	Extracellular	0.0002	0.0001	0.0004	0.9969	0.0001	0.0002	0.0018	0.0	0.0	0.0006	0.0
sp|Q9BWP8|Negative_682	Extracellular	0.0011	0.0	0.0011	0.6688	0.0001	0.0004	0.1466	0.0	0.0022	0.1807	0.0
sp|D4ALW9|Negative_687	Extracellular	0.0001	0.0	0.0002	0.978	0.0001	0.0001	0.0016	0.0	0.0	0.02	0.0
sp|Q9LJR2|Negative_686	Extracellular	0.0045	0.0	0.0005	0.8066	0.0002	0.0005	0.0912	0.0	0.0002	0.1007	0.0
sp|Q59ZX3|Negative_696	Extracellular	0.0015	0.0001	0.0032	0.9017	0.0027	0.0003	0.0166	0.0023	0.0001	0.0729	0.0001
sp|Q07730|Negative_697	Extracellular	0.1203	0.0027	0.0302	0.3657	0.3239	0.0044	0.1329	0.0911	0.0024	0.0236	0.023
sp|B3A0R7|Negative_699	Extracellular	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|P70041|Negative_698	Extracellular	0.0039	0.0415	0.0299	0.8886	0.0307	0.0042	0.0011	0.0001	0.0008	0.0031	0.0
sp|Q8K4I4|Negative_680	Extracellular	0.0332	0.0005	0.027	0.8223	0.0231	0.0015	0.0683	0.0054	0.0001	0.0499	0.0018
sp|P21745|Negative_701	Extracellular	0.0048	0.001	0.0086	0.7521	0.0029	0.0038	0.0779	0.001	0.001	0.151	0.0007
sp|Q336T5|Negative_700	Extracellular	0.0222	0.0002	0.0053	0.6595	0.0023	0.0085	0.109	0.0005	0.0061	0.2082	0.0004
sp|Q9P0G3|Negative_702	Extracellular	0.0011	0.0001	0.0009	0.8729	0.0018	0.0007	0.0197	0.0	0.0017	0.1022	0.0
sp|P35041|Negative_683	Extracellular	0.0024	0.0002	0.0277	0.7376	0.0046	0.0015	0.0464	0.0022	0.0002	0.1793	0.0004
sp|Q90WV8|Negative_669	Extracellular	0.0	0.0	0.0001	0.9994	0.0	0.0	0.0005	0.0	0.0	0.0	0.0
sp|Q6UX52|Negative_706	Extracellular	0.0071	0.0007	0.0013	0.9616	0.0023	0.0116	0.0141	0.0	0.0001	0.0082	0.0
sp|Q61400|Negative_704	Extracellular	0.01	0.0002	0.0013	0.617	0.0015	0.0011	0.1599	0.0006	0.0007	0.2174	0.0003
sp|F2Z472|Negative_703	Extracellular	0.0026	0.0249	0.0371	0.8777	0.0389	0.0023	0.0107	0.0004	0.0007	0.0072	0.0001
sp|Q9Z132|Negative_684	Extracellular	0.0	0.0	0.0001	0.9998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|P68515|Negative_705	Extracellular	0.0	0.0	0.0	0.9994	0.0	0.0	0.0004	0.0	0.0	0.0002	0.0
sp|P86967|Negative_707	Extracellular	0.0001	0.0001	0.0	0.9994	0.0	0.0001	0.0004	0.0	0.0	0.0	0.0
sp|B3A0R3|Negative_710	Extracellular	0.0303	0.0011	0.0032	0.9015	0.0048	0.0295	0.0227	0.0	0.0068	0.0305	0.0
sp|Q8IVN8|Negative_708	Extracellular	0.0001	0.0001	0.0005	0.9988	0.0006	0.0	0.0	0.0	0.0	0.0	0.0
sp|D4AZC5|Negative_709	Cell_membrane	0.8502	0.0001	0.0	0.1614	0.0005	0.8278	0.0068	0.0	0.0031	0.0002	0.0
sp|Q969J5|Negative_711	Extracellular	0.0253	0.0005	0.0021	0.7879	0.0071	0.0039	0.1464	0.0003	0.0021	0.0496	0.0
sp|Q5SSH8|Negative_712	Extracellular	0.2087	0.0013	0.0019	0.7046	0.021	0.1176	0.0441	0.0005	0.0571	0.0518	0.0003
sp|Q91053|Negative_715	Extracellular	0.0	0.0	0.0013	0.985	0.0	0.0	0.0007	0.0	0.0	0.0129	0.0
sp|B3A0P6|Negative_714	Extracellular	0.0004	0.0	0.0	0.9997	0.0	0.0	0.0001	0.0	0.0	0.0001	0.0
sp|Q5UCC4|Negative_716	Extracellular	0.157	0.0002	0.0002	0.5472	0.0034	0.0178	0.3633	0.0	0.0062	0.0617	0.0
sp|P86871|Negative_717	Extracellular	0.0001	0.0037	0.0133	0.9697	0.0123	0.0001	0.0002	0.0	0.0	0.0005	0.0
sp|Q9ERM2|Negative_713	Cell_membrane	0.9685	0.0007	0.0004	0.0455	0.0496	0.6356	0.2309	0.0077	0.005	0.0216	0.0031
sp|Q9Y6N3|Negative_112	Extracellular	0.0072	0.0011	0.006	0.7644	0.0026	0.0019	0.1265	0.0009	0.0007	0.0954	0.0005
sp|C7F6X3|Negative_718	Extracellular	0.006	0.0014	0.1815	0.6036	0.0686	0.003	0.0083	0.0539	0.0	0.0278	0.0519
sp|Q6H321|Negative_678	Extracellular	0.0001	0.0	0.0011	0.9748	0.0002	0.0001	0.0036	0.0	0.0	0.02	0.0
sp|Q8AY81|Negative_715	Extracellular	0.0	0.0	0.0019	0.9912	0.0001	0.0001	0.0006	0.0	0.0	0.0062	0.0
sp|P86872|Negative_717	Extracellular	0.0	0.0001	0.0002	0.9995	0.0001	0.0	0.0	0.0	0.0	0.0001	0.0
sp|P86948|Negative_719	Extracellular	0.0016	0.0001	0.0008	0.9684	0.0287	0.0	0.0007	0.0001	0.0	0.0012	0.0
sp|P0CG03|Negative_715	Extracellular	0.0003	0.0001	0.0011	0.9575	0.0001	0.0003	0.0022	0.0	0.0	0.0387	0.0
sp|O60259|Negative_702	Extracellular	0.0002	0.0	0.0001	0.8523	0.0001	0.0009	0.007	0.0	0.0022	0.1374	0.0
sp|P18965|Negative_715	Extracellular	0.0001	0.0	0.0012	0.9827	0.0	0.0001	0.0011	0.0	0.0	0.0149	0.0
sp|Q6T6S7|Negative_715	Extracellular	0.0	0.0	0.0011	0.9341	0.0	0.0001	0.0016	0.0	0.0	0.0629	0.0
sp|Q27289|Negative_683	Extracellular	0.001	0.0	0.0027	0.7156	0.0008	0.0005	0.0248	0.0001	0.0002	0.2551	0.0002
sp|Q9QXV0|Negative_722	Endoplasmic_reticulum	0.4295	0.0323	0.0624	0.2111	0.1626	0.0592	0.2839	0.1213	0.0375	0.0241	0.0055
sp|Q17025|Negative_683	Extracellular	0.0115	0.0001	0.0099	0.5737	0.0069	0.0026	0.0827	0.0004	0.0016	0.3201	0.002
sp|Q3TAS6|Negative_716	Extracellular	0.1919	0.0004	0.0011	0.5503	0.0084	0.0252	0.3471	0.0002	0.0035	0.0638	0.0
sp|Q86IV5|Negative_720	Extracellular	0.0034	0.0001	0.0007	0.8838	0.0002	0.0091	0.041	0.0	0.0006	0.0647	0.0
sp|Q8TAT2|Negative_721	Extracellular	0.0001	0.0	0.0	0.9991	0.0001	0.0001	0.0002	0.0	0.0	0.0004	0.0
sp|Q91516|Negative_715	Extracellular	0.0003	0.0	0.0057	0.7216	0.0001	0.0015	0.0146	0.0	0.0	0.2564	0.0
sp|Q9YGJ8|Negative_715	Extracellular	0.0004	0.0001	0.004	0.7934	0.0005	0.0018	0.0121	0.0	0.0001	0.188	0.0
sp|Q8AY79|Negative_715	Extracellular	0.0001	0.0	0.0027	0.8621	0.0001	0.0006	0.0082	0.0	0.0	0.1263	0.0
sp|Q8AY80|Negative_715	Extracellular	0.0013	0.0	0.0013	0.8001	0.0001	0.0042	0.0133	0.0	0.0005	0.1805	0.0
sp|O43692|Negative_359	Extracellular	0.0006	0.0	0.0014	0.9545	0.0001	0.0006	0.0059	0.0	0.0002	0.0371	0.0
sp|Q27J47|Negative_715	Extracellular	0.0001	0.0	0.005	0.8909	0.0001	0.0001	0.0007	0.0	0.0	0.1032	0.0
sp|O48818|Negative_723	Extracellular	0.0001	0.0	0.0002	0.9976	0.0	0.0001	0.0007	0.0	0.0	0.0013	0.0
sp|Q9NP55|Negative_680	Extracellular	0.0929	0.002	0.0662	0.6732	0.0473	0.0018	0.1126	0.0529	0.0049	0.0318	0.0074
sp|P24158|Negative_724	Extracellular	0.0039	0.0001	0.0006	0.7777	0.0011	0.0023	0.0599	0.0001	0.0006	0.1574	0.0002
sp|P04814|Negative_683	Extracellular	0.0001	0.0	0.0001	0.9971	0.0001	0.0002	0.0011	0.0	0.0	0.0015	0.0
sp|D4B3I5|Negative_725	Cell_membrane	0.8613	0.0001	0.0001	0.1221	0.0017	0.8275	0.0396	0.0	0.0033	0.0056	0.0001
sp|Q6LEM5|Negative_705	Extracellular	0.0	0.0	0.0	0.9995	0.0	0.0	0.0004	0.0	0.0	0.0001	0.0
sp|Q93V74|Negative_727	Extracellular	0.0094	0.0004	0.0066	0.5234	0.0014	0.0066	0.1477	0.0012	0.0026	0.3097	0.0004
sp|P55083|Negative_634	Extracellular	0.0027	0.0	0.0004	0.6811	0.0002	0.0005	0.0656	0.0	0.0	0.2521	0.0
sp|Q27084|Negative_726	Extracellular	0.0215	0.0	0.0025	0.8412	0.0022	0.0013	0.0907	0.0	0.0	0.0617	0.0003
sp|Q9ESN4|Negative_671	Extracellular	0.0002	0.0	0.0004	0.9809	0.0001	0.0005	0.0019	0.0	0.0	0.0161	0.0
sp|Q9D7S0|Negative_728	Cell_membrane	0.9978	0.0003	0.0001	0.0006	0.0	0.9421	0.0436	0.0	0.0129	0.0003	0.0001
sp|Q8WSR7|Negative_720	Extracellular	0.0003	0.0	0.0001	0.9931	0.0	0.0002	0.0023	0.0	0.0	0.0042	0.0
sp|P29786|Negative_683	Extracellular	0.0004	0.0	0.0276	0.8903	0.0024	0.0002	0.0256	0.0009	0.0	0.0528	0.0002
sp|H2A0K7|Negative_719	Extracellular	0.0042	0.0003	0.0018	0.9396	0.0546	0.0001	0.0017	0.0002	0.0	0.0016	0.0
sp|P49862|Negative_702	Extracellular	0.0	0.0	0.0001	0.9936	0.0	0.0001	0.0007	0.0	0.0	0.0054	0.0
sp|P60827|Negative_729	Extracellular	0.0213	0.0008	0.0023	0.9275	0.0325	0.0033	0.021	0.0003	0.0001	0.012	0.0001
sp|Q9VJN9|Negative_730	Extracellular	0.0868	0.0028	0.0176	0.4413	0.0124	0.0037	0.3645	0.0006	0.0029	0.1539	0.0004
sp|Q5F378|Negative_731	Extracellular	0.0011	0.0	0.0001	0.9964	0.0001	0.0005	0.002	0.0	0.0001	0.0008	0.0
sp|Q9GZV9|Negative_732	Extracellular	0.195	0.0093	0.0068	0.5895	0.2389	0.0447	0.0165	0.0005	0.0724	0.0209	0.0004
sp|Q0ZHI9|Negative_649	Extracellular	0.0	0.0	0.0002	0.9969	0.0	0.0	0.0001	0.0	0.0	0.0028	0.0
sp|P13284|Negative_734	Extracellular	0.0303	0.0029	0.0079	0.7266	0.0019	0.0127	0.1396	0.0002	0.0066	0.1015	0.0002
sp|Q9JMI7|Negative_733	Cell_membrane	0.9921	0.0004	0.0001	0.005	0.0001	0.9054	0.0734	0.0	0.0152	0.0004	0.0001
sp|Q5AP52|Negative_735	Extracellular	0.0107	0.002	0.0043	0.9337	0.0034	0.0099	0.0231	0.0005	0.0033	0.0196	0.0
sp|Q59UP6|Negative_87	Cell_membrane	0.8884	0.0	0.0	0.0948	0.0103	0.8263	0.0549	0.0008	0.0029	0.0098	0.0001
sp|K4LLQ2|Negative_715	Extracellular	0.0041	0.0604	0.304	0.6028	0.0121	0.0033	0.0007	0.0023	0.0002	0.0134	0.0007
sp|Q9VBV3|Negative_736	Extracellular	0.0193	0.0002	0.0048	0.646	0.0018	0.0004	0.27	0.0005	0.0001	0.0763	0.0
sp|Q7Z9M7|Negative_738	Extracellular	0.0	0.0	0.0002	0.9989	0.0	0.0	0.0002	0.0	0.0	0.0006	0.0
sp|Q9VYB0|Negative_737	Nucleus	0.0856	0.9998	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q9VMM6|Negative_739	Extracellular	0.0	0.0	0.0001	0.9879	0.0	0.0001	0.0112	0.0	0.0	0.0007	0.0
sp|Q99935|Negative_741	Extracellular	0.0013	0.0	0.0002	0.9968	0.0005	0.0003	0.0015	0.0	0.0	0.0007	0.0
sp|P11226|Negative_740	Extracellular	0.0	0.0	0.0001	0.9969	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0
sp|P21844|Negative_743	Extracellular	0.0047	0.0	0.0005	0.9226	0.0012	0.0003	0.0705	0.0	0.0	0.0048	0.0
sp|Q8QZY4|Negative_742	Extracellular	0.0461	0.0014	0.0026	0.8979	0.0018	0.0357	0.0081	0.0	0.0085	0.044	0.0
sp|Q9BZM5|Negative_623	Cell_membrane	0.9921	0.0001	0.0	0.0025	0.0004	0.9487	0.0341	0.0	0.0063	0.0078	0.0001
sp|D4ATA2|Negative_746	Extracellular	0.0	0.0	0.0023	0.9951	0.0	0.0002	0.0002	0.0	0.0	0.0021	0.0
sp|Q9GL25|Negative_745	Extracellular	0.0001	0.0	0.0002	0.9953	0.0	0.0003	0.0005	0.0	0.0	0.0036	0.0
sp|Q8CG08|Negative_744	Extracellular	0.0005	0.0	0.0003	0.7378	0.0002	0.0013	0.0726	0.0	0.0046	0.1831	0.0
sp|D4ATM6|Negative_747	Extracellular	0.0	0.0	0.0015	0.987	0.0003	0.0	0.0015	0.0	0.0	0.0098	0.0
sp|P86731|Negative_748	Extracellular	0.0005	0.0001	0.0001	0.997	0.0017	0.0001	0.0005	0.0	0.0	0.0005	0.0
sp|P25428|Negative_749	Extracellular	0.0	0.0	0.0003	0.9979	0.0	0.0	0.0011	0.0	0.0	0.0006	0.0
sp|Q8BFU0|Negative_684	Extracellular	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q5UE90|Negative_684	Extracellular	0.0	0.0004	0.0002	0.9994	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|A0A1I9LMX5|Negative_751	Extracellular	0.042	0.0014	0.004	0.7784	0.0118	0.024	0.0828	0.0007	0.0336	0.0632	0.0
sp|Q76CE8|Negative_718	Extracellular	0.0069	0.0	0.0012	0.9061	0.0125	0.0022	0.0286	0.0014	0.0	0.0479	0.0001
sp|Q8NEV9|Negative_750	Extracellular	0.1712	0.0002	0.0002	0.7298	0.0106	0.0061	0.2171	0.0	0.0027	0.0331	0.0002
sp|Q8N2E6|Negative_753	Extracellular	0.0143	0.0	0.0005	0.9642	0.012	0.0012	0.0191	0.0	0.0001	0.0028	0.0001
sp|Q6ZMJ4|Negative_752	Extracellular	0.0125	0.0052	0.0281	0.8881	0.0512	0.0029	0.0152	0.0	0.0039	0.005	0.0002
sp|Q9GKK3|Negative_754	Extracellular	0.0002	0.0003	0.0005	0.9909	0.0006	0.0002	0.0058	0.0	0.0	0.0018	0.0
sp|P02702|Negative_755	Extracellular	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0	0.0001	0.0
sp|Q59UT4|Negative_87	Cell_membrane	0.8249	0.0	0.0001	0.1583	0.0252	0.6512	0.1036	0.0042	0.0073	0.05	0.0001
sp|Q2VF17|Negative_756	Extracellular	0.0089	0.0001	0.0004	0.9413	0.0039	0.001	0.0421	0.0002	0.0045	0.0066	0.0
sp|Q09GJ9|Negative_757	Extracellular	0.0	0.0	0.0003	0.9924	0.0	0.0001	0.0005	0.0	0.0	0.0067	0.0
sp|Q27J49|Negative_705	Extracellular	0.0	0.0	0.0	0.9988	0.0	0.0	0.0008	0.0	0.0	0.0003	0.0
sp|P84805|Negative_757	Extracellular	0.0	0.0	0.0006	0.9988	0.0	0.0	0.0001	0.0	0.0	0.0005	0.0
sp|H2A0K6|Negative_759	Extracellular	0.0006	0.0004	0.0116	0.9737	0.0104	0.0	0.0014	0.0003	0.0	0.002	0.0002
sp|Q86AV4|Negative_760	Extracellular	0.0003	0.0001	0.0058	0.9413	0.0001	0.0004	0.0026	0.0	0.0002	0.0494	0.0
sp|Q4ZJM9|Negative_671	Extracellular	0.0001	0.0	0.0002	0.9813	0.0002	0.0001	0.0038	0.0	0.0	0.0143	0.0
sp|Q8AVA3|Negative_757	Extracellular	0.0	0.0	0.0001	0.9999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|P86947|Negative_759	Extracellular	0.003	0.0012	0.0297	0.9036	0.0609	0.0001	0.001	0.0011	0.0	0.0018	0.0006
sp|P84808|Negative_757	Extracellular	0.0	0.0	0.0007	0.9989	0.0001	0.0	0.0	0.0	0.0	0.0002	0.0
sp|P19999|Negative_740	Extracellular	0.0001	0.0	0.0003	0.9793	0.0	0.0001	0.0133	0.0	0.0	0.0069	0.0
sp|Q875I9|Negative_758	Extracellular	0.0007	0.0001	0.007	0.9556	0.0028	0.0001	0.0042	0.0006	0.0	0.0295	0.0001
sp|Q9DAG6|Negative_761	Cell_membrane	0.9016	0.0083	0.003	0.0445	0.0042	0.7056	0.138	0.0001	0.0582	0.0357	0.0022
sp|Q92244|Negative_649	Extracellular	0.0	0.0	0.0	0.9995	0.0	0.0	0.0001	0.0	0.0	0.0003	0.0
sp|Q6UX27|Negative_762	Cell_membrane	0.9968	0.0009	0.0	0.0003	0.0002	0.7096	0.2029	0.0001	0.0812	0.0047	0.0
sp|Q8R0A6|Negative_763	Cell_membrane	0.9856	0.0083	0.0033	0.0076	0.0129	0.5995	0.3308	0.0021	0.023	0.0079	0.0046
sp|P01193|Negative_766	Extracellular	0.0085	0.0008	0.0005	0.8241	0.0017	0.0028	0.1333	0.0	0.0084	0.0283	0.0
sp|D4ANU4|Negative_765	Extracellular	0.0	0.0	0.0002	0.9771	0.0	0.0	0.0002	0.0	0.0	0.0224	0.0
sp|P07743|Negative_764	Extracellular	0.131	0.0014	0.0168	0.7652	0.0276	0.0057	0.1497	0.0006	0.0005	0.0124	0.0201
sp|P01732|Negative_767	Cell_membrane	0.9968	0.0001	0.0	0.0019	0.0006	0.9786	0.0164	0.0	0.0014	0.0008	0.0001
sp|Q8K3I6|Negative_750	Extracellular	0.0659	0.0	0.0001	0.7694	0.0013	0.0021	0.1808	0.0	0.0007	0.0454	0.0
sp|Q14512|Negative_771	Extracellular	0.0005	0.0003	0.0004	0.9953	0.0002	0.001	0.0021	0.0	0.0	0.0007	0.0
sp|Q5AFN8|Negative_772	Cell_membrane	0.9949	0.0003	0.0	0.0034	0.0316	0.8096	0.0946	0.0347	0.0232	0.0024	0.0001
sp|Q7YRQ8|Negative_768	Extracellular	0.0	0.0	0.0	0.9998	0.0	0.0	0.0001	0.0	0.0	0.0001	0.0
sp|O59893|Negative_769	Extracellular	0.0	0.0	0.0001	0.9978	0.0	0.0	0.0002	0.0	0.0	0.0019	0.0
sp|P24001|Negative_770	Extracellular	0.1041	0.0298	0.0834	0.6032	0.1259	0.0405	0.0219	0.0022	0.0245	0.0561	0.0124
sp|P0CT48|Negative_649	Extracellular	0.0001	0.0	0.0	0.9996	0.0	0.0	0.0001	0.0	0.0	0.0002	0.0
sp|Q5AD05|Negative_773	Cell_membrane	0.809	0.0	0.0	0.1745	0.0025	0.7374	0.0593	0.0004	0.0029	0.0229	0.0001
sp|Q9HFA4|Negative_649	Extracellular	0.0	0.0	0.0	0.9995	0.0	0.0	0.0001	0.0	0.0	0.0004	0.0
sp|P15692|Negative_774	Extracellular	0.0	0.0	0.0001	0.9998	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|Q3TR08|Negative_775	Cell_membrane	0.9698	0.0017	0.0003	0.0013	0.0049	0.7293	0.1646	0.0118	0.0434	0.0418	0.0009
sp|D4AQH0|Negative_776	Cell_membrane	0.9753	0.0	0.0	0.0426	0.0002	0.8585	0.0844	0.0	0.0135	0.0007	0.0
sp|P0C7W2|Negative_753	Extracellular	0.0069	0.0001	0.0009	0.9733	0.0018	0.0015	0.0096	0.0	0.0003	0.0125	0.0
sp|I1S2K3|Negative_649	Extracellular	0.0	0.0	0.0001	0.9987	0.0	0.0	0.0002	0.0	0.0	0.001	0.0
sp|P80022|Negative_778	Extracellular	0.0001	0.0	0.0018	0.8507	0.0	0.0	0.0051	0.0	0.0	0.1423	0.0
sp|Q9P403|Negative_777	Extracellular	0.0002	0.0001	0.0064	0.9769	0.0002	0.0001	0.0101	0.0001	0.0	0.0063	0.0
sp|Q80XF5|Negative_711	Extracellular	0.0007	0.0001	0.0003	0.9673	0.0004	0.0005	0.023	0.0	0.0003	0.0081	0.0
sp|P36218|Negative_649	Extracellular	0.0001	0.0	0.0	0.997	0.0	0.0	0.0008	0.0	0.0	0.0021	0.0
sp|Q9H6E4|Negative_779	Endoplasmic_reticulum	0.0341	0.0003	0.0008	0.3755	0.0012	0.0012	0.5926	0.0	0.0002	0.0282	0.0
sp|Q94EG3|Negative_780	Extracellular	0.0311	0.0091	0.0253	0.6603	0.0156	0.0058	0.15	0.003	0.0033	0.1222	0.0054
sp|G0R947|Negative_649	Extracellular	0.0001	0.0	0.0	0.997	0.0	0.0	0.0008	0.0	0.0	0.0021	0.0
sp|O45348|Negative_782	Extracellular	0.0002	0.0001	0.001	0.9716	0.0001	0.001	0.0038	0.0	0.0002	0.0221	0.0
sp|O02036|Negative_781	Extracellular	0.0013	0.001	0.0037	0.9801	0.0014	0.0006	0.0064	0.0001	0.0001	0.0066	0.0
sp|Q5AD07|Negative_773	Cell_membrane	0.9002	0.0	0.0	0.0635	0.001	0.8978	0.0256	0.0001	0.0015	0.0105	0.0
sp|I1RII8|Negative_649	Extracellular	0.0	0.0	0.0	0.9997	0.0	0.0	0.0001	0.0	0.0	0.0002	0.0
sp|Q8T113|Negative_784	Extracellular	0.0025	0.0006	0.0073	0.9349	0.0051	0.0006	0.0344	0.0001	0.0004	0.0166	0.0
sp|Q9HGE1|Negative_649	Extracellular	0.0001	0.0	0.0001	0.9982	0.0001	0.0	0.0003	0.0	0.0	0.0013	0.0
sp|Q91VU0|Negative_783	Endoplasmic_reticulum	0.3541	0.0076	0.0704	0.1532	0.1038	0.0284	0.2667	0.1095	0.0785	0.163	0.0188
sp|P47001|Negative_499	Extracellular	0.001	0.0001	0.0014	0.9897	0.0002	0.0003	0.0053	0.0	0.0	0.0029	0.0
sp|B3VSG7|Negative_649	Extracellular	0.0	0.0	0.0	0.9987	0.0	0.0	0.0003	0.0	0.0	0.001	0.0
sp|D4AY02|Negative_785	Endoplasmic_reticulum	0.2078	0.0012	0.0383	0.2809	0.0196	0.0128	0.443	0.0119	0.0677	0.1195	0.0051
sp|H2A0M5|Negative_787	Extracellular	0.0021	0.0	0.0002	0.9823	0.0001	0.002	0.0088	0.0	0.0001	0.0065	0.0
sp|P55332|Negative_649	Extracellular	0.0	0.0	0.0	0.9993	0.0	0.0	0.0001	0.0	0.0	0.0006	0.0
sp|P86870|Negative_788	Extracellular	0.0008	0.0003	0.0025	0.9751	0.0022	0.0007	0.0072	0.0002	0.0001	0.0118	0.0
sp|P86861|Negative_154	Extracellular	0.0304	0.0019	0.0324	0.8202	0.0352	0.0068	0.0548	0.0057	0.0002	0.0401	0.0026
sp|Q9PTT2|Negative_786	Extracellular	0.0041	0.0001	0.0026	0.6758	0.0002	0.0004	0.0731	0.0001	0.0001	0.2476	0.0001
sp|B3A0S1|Negative_789	Extracellular	0.0003	0.0002	0.0006	0.9991	0.0	0.0001	0.0	0.0	0.0	0.0	0.0
sp|P04095|Negative_794	Endoplasmic_reticulum	0.0917	0.0035	0.0152	0.2662	0.0176	0.0056	0.4479	0.0026	0.007	0.2341	0.0004
sp|P04768|Negative_794	Endoplasmic_reticulum	0.074	0.0049	0.0151	0.3151	0.0177	0.0046	0.4191	0.0041	0.0055	0.2134	0.0004
sp|P11373|Negative_791	Extracellular	0.0009	0.0	0.0017	0.9659	0.0016	0.0003	0.0096	0.0001	0.0	0.0207	0.0001
sp|O15537|Negative_793	Extracellular	0.0005	0.0	0.0006	0.9413	0.0001	0.0002	0.0135	0.0	0.0001	0.0442	0.0
